URL,Content
https://sachacks.io/,"Home
About
FAQ
Agenda
Tracks
Check In
SACHACKS
design. code. launch.
March 1-2, 2025 | Virtual
Check in
Sponsor 2025
20+

PRIZES
1,000+

HACKERS
100+

PROJECTS
A Space For Everyone
SacHacks is the first major intercollegiate hackathon in the Sacramento, California area."
